ibge;municipio;ano;populacao
210637;Maranhãozinho;2020;16511
210640;Mata Roma;2020;16977
210650;Matinha;2020;23482
210660;Matões;2020;33943
210663;Matões do Norte;2020;17033
210667;Milagres do Maranhão;2020;8483
210670;Mirador;2020;21031
210675;Miranda do Norte;2020;28754
210680;Mirinzal;2020;15011
210690;Monção;2020;33664
210700;Montes Altos;2020;9111
210710;Morros;2020;19572
210720;Nina Rodrigues;2020;14642
210725;Nova Colinas;2020;5427
210730;Nova Iorque;2020;4682
210735;Nova Olinda do Maranhão;2020;21080
210740;Olho d'Água das Cunhãs;2020;19561
210745;Olinda Nova do Maranhão;2020;14836
210750;Paço do Lumiar;2020;123747
210760;Palmeirândia;2020;19781
210770;Paraibano;2020;21479
210780;Parnarama;2020;35008
210790;Passagem Franca;2020;19137
210800;Pastos Bons;2020;19583
210805;Paulino Neves;2020;16166
210810;Paulo Ramos;2020;21066
210820;Pedreiras;2020;39191
210825;Pedro do Rosário;2020;25354
210830;Penalva;2020;38731
210840;Peri Mirim;2020;14345
210845;Peritoró;2020;23364
210850;Pindaré-Mirim;2020;33065
210860;Pinheiro;2020;83777
210870;Pio XII;2020;21379
210880;Pirapemas;2020;18720
210890;Poção de Pedras;2020;17595
210900;Porto Franco;2020;24092
210905;Porto Rico do Maranhão;2020;5955
210910;Presidente Dutra;2020;48036
210920;Presidente Juscelino;2020;12838
210923;Presidente Médici;2020;7070
210927;Presidente Sarney;2020;19069
210930;Presidente Vargas;2020;11261
210940;Primeira Cruz;2020;15431
210945;Raposa;2020;31177
210950;Riachão;2020;20148
210955;Ribamar Fiquene;2020;7825
210960;Rosário;2020;42994
210970;Sambaíba;2020;5679
210975;Santa Filomena do Maranhão;2020;7826
210980;Santa Helena;2020;42483
210990;Santa Inês;2020;89489
211000;Santa Luzia;2020;72887
211003;Santa Luzia do Paruá;2020;25371
211010;Santa Quitéria do Maranhão;2020;25764
211020;Santa Rita;2020;38298
211023;Santana do Maranhão;2020;13547
211027;Santo Amaro do Maranhão;2020;16034
211030;Santo Antônio dos Lopes;2020;14522
211040;São Benedito do Rio Preto;2020;18717
211050;São Bento;2020;45604
211060;São Bernardo;2020;28667
211065;São Domingos do Azeitão;2020;7420
211070;São Domingos do Maranhão;2020;34384
211080;São Félix de Balsas;2020;4562
211085;São Francisco do Brejão;2020;11941
211090;São Francisco do Maranhão;2020;12218
211100;São João Batista;2020;20701
211102;São João do Carú;2020;15787
211105;São João do Paraíso;2020;11193
211107;São João do Soter;2020;18645
211110;São João dos Patos;2020;25996
211120;São José de Ribamar;2020;179028
211125;São José dos Basílios;2020;7640
211130;São Luís;2020;1108975
211140;São Luís Gonzaga do Maranhão;2020;18727
211150;São Mateus do Maranhão;2020;41705
211153;São Pedro da Água Branca;2020;12735
211157;São Pedro dos Crentes;2020;4684
211160;São Raimundo das Mangabeiras;2020;18980
211163;São Raimundo do Doca Bezerra;2020;5131
211167;São Roberto;2020;6789
211170;São Vicente Ferrer;2020;22350
211172;Satubinha;2020;14096
211174;Senador Alexandre Costa;2020;11214
211176;Senador La Rocque;2020;14221
211178;Serrano do Maranhão;2020;10299
211180;Sítio Novo;2020;18160
211190;Sucupira do Norte;2020;10634
211195;Sucupira do Riachão;2020;5676
211200;Tasso Fragoso;2020;8582
211210;Timbiras;2020;29183
211220;Timon;2020;170222
211223;Trizidela do Vale;2020;22112
211227;Tufilândia;2020;5854
211230;Tuntum;2020;42040
211240;Turiaçu;2020;35709
211245;Turilândia;2020;25868
211250;Tutóia;2020;59398
211260;Urbano Santos;2020;33459
211270;Vargem Grande;2020;57168
211280;Viana;2020;52649
211285;Vila Nova dos Martírios;2020;13598
211290;Vitória do Mearim;2020;32861
211300;Vitorino Freire;2020;31522
211400;Zé Doca;2020;51956
220005;Acauã;2020;7102
220010;Agricolândia;2020;5131
220020;Água Branca;2020;17470
220025;Alagoinha do Piauí;2020;7665
220027;Alegrete do Piauí;2020;4918
220030;Alto Longá;2020;14339
220040;Altos;2020;40605
220045;Alvorada do Gurguéia;2020;5445
220050;Amarante;2020;17604
220060;Angical do Piauí;2020;6783
220070;Anísio de Abreu;2020;9938
220080;Antônio Almeida;2020;3170
220090;Aroazes;2020;5827
220095;Aroeiras do Itaim;2020;2551
220100;Arraial;2020;4720
220105;Assunção do Piauí;2020;7863
220110;Avelino Lopes;2020;11326
220115;Baixa Grande do Ribeiro;2020;11671
220117;Barra D'Alcântara;2020;3952
220120;Barras;2020;47185
220130;Barreiras do Piauí;2020;3352
220140;Barro Duro;2020;7027
220150;Batalha;2020;26905
220155;Bela Vista do Piauí;2020;4030
220157;Belém do Piauí;2020;3587
220160;Beneditinos;2020;10473
220170;Bertolínia;2020;5507
220173;Betânia do Piauí;2020;6210
220177;Boa Hora;2020;6815
220180;Bocaina;2020;4505
220190;Bom Jesus;2020;25387
220191;Bom Princípio do Piauí;2020;5651
220192;Bonfim do Piauí;2020;5685
220194;Boqueirão do Piauí;2020;6426
220196;Brasileira;2020;8347
220198;Brejo do Piauí;2020;3848
220200;Buriti dos Lopes;2020;19807
220202;Buriti dos Montes;2020;8264
220205;Cabeceiras do Piauí;2020;10630
220207;Cajazeiras do Piauí;2020;3573
220208;Cajueiro da Praia;2020;7674
220209;Caldeirão Grande do Piauí;2020;5781
220210;Campinas do Piauí;2020;5620
220211;Campo Alegre do Fidalgo;2020;5069
220213;Campo Grande do Piauí;2020;5965
220217;Campo Largo do Piauí;2020;7311
220220;Campo Maior;2020;46893
220225;Canavieira;2020;3944
220230;Canto do Buriti;2020;21258
220240;Capitão de Campos;2020;11445
220245;Capitão Gervásio Oliveira;2020;4114
220250;Caracol;2020;10964
220253;Caraúbas do Piauí;2020;5890
220255;Caridade do Piauí;2020;5085
220260;Castelo do Piauí;2020;19715
220265;Caxingó;2020;5451
220270;Cocal;2020;27845
220271;Cocal de Telha;2020;4899
220272;Cocal dos Alves;2020;6168
220273;Coivaras;2020;4032
220275;Colônia do Gurguéia;2020;6516
220277;Colônia do Piauí;2020;7661
220280;Conceição do Canindé;2020;4807
220285;Coronel José Dias;2020;4685
220290;Corrente;2020;26709
220300;Cristalândia do Piauí;2020;8323
220310;Cristino Castro;2020;10444
220320;Curimatá;2020;11426
220323;Currais;2020;4968
220327;Curral Novo do Piauí;2020;5367
220325;Curralinhos;2020;4459
220330;Demerval Lobão;2020;13840
220335;Dirceu Arcoverde;2020;7029
220340;Dom Expedito Lopes;2020;6922
220345;Dom Inocêncio;2020;9565
220342;Domingos Mourão;2020;4354
220350;Elesbão Veloso;2020;14575
220360;Eliseu Martins;2020;4930
220370;Esperantina;2020;39848
220375;Fartura do Piauí;2020;5319
220380;Flores do Piauí;2020;4462
220385;Floresta do Piauí;2020;2560
220390;Floriano;2020;60025
220400;Francinópolis;2020;5347
220410;Francisco Ayres;2020;4323
220415;Francisco Macedo;2020;3200
220420;Francisco Santos;2020;9372
220430;Fronteiras;2020;11659
220435;Geminiano;2020;5460
220440;Gilbués;2020;10694
220450;Guadalupe;2020;10497
220455;Guaribas;2020;4568
220460;Hugo Napoleão;2020;3879
220465;Ilha Grande;2020;9457
220470;Inhuma;2020;15319
220480;Ipiranga do Piauí;2020;9838
220490;Isaías Coelho;2020;8566
220500;Itainópolis;2020;11551
220510;Itaueira;2020;11028
220515;Jacobina do Piauí;2020;5729
220520;Jaicós;2020;19170
220525;Jardim do Mulato;2020;4513
220527;Jatobá do Piauí;2020;4875
220530;Jerumenha;2020;4447
220535;João Costa;2020;3005
220540;Joaquim Pires;2020;14376
220545;Joca Marques;2020;5466
220550;José de Freitas;2020;39336
220551;Juazeiro do Piauí;2020;5485
220552;Júlio Borges;2020;5640
220553;Jurema;2020;4777
220555;Lagoa Alegre;2020;8577
220557;Lagoa de São Francisco;2020;6777
220556;Lagoa do Barro do Piauí;2020;4656
220558;Lagoa do Piauí;2020;4075
220559;Lagoa do Sítio;2020;5198
220554;Lagoinha do Piauí;2020;2858
220560;Landri Sales;2020;5283
220570;Luís Correia;2020;30438
220580;Luzilândia;2020;25504
220585;Madeiro;2020;8342
220590;Manoel Emídio;2020;5351
220595;Marcolândia;2020;8543
220600;Marcos Parente;2020;4547
220605;Massapê do Piauí;2020;6449
220610;Matias Olímpio;2020;10958
220620;Miguel Alves;2020;33833
220630;Miguel Leão;2020;1242
220635;Milton Brandão;2020;6608
220640;Monsenhor Gil;2020;10564
220650;Monsenhor Hipólito;2020;7767
220660;Monte Alegre do Piauí;2020;10615
220665;Morro Cabeça no Tempo;2020;4530
220667;Morro do Chapéu do Piauí;2020;6811
220669;Murici dos Portelas;2020;9209
220670;Nazaré do Piauí;2020;7322
220672;Nazária;2020;8602
220675;Nossa Senhora de Nazaré;2020;4891
220680;Nossa Senhora dos Remédios;2020;8723
220795;Nova Santa Rita;2020;4383
220690;Novo Oriente do Piauí;2020;6556
220695;Novo Santo Antônio;2020;3003
220700;Oeiras;2020;37085
220710;Olho D'Água do Piauí;2020;2468
220720;Padre Marcos;2020;6873
220730;Paes Landim;2020;4126
220735;Pajeú do Piauí;2020;3404
220740;Palmeira do Piauí;2020;5036
220750;Palmeirais;2020;14587
220755;Paquetá;2020;3937
220760;Parnaguá;2020;10819
220770;Parnaíba;2020;153482
220775;Passagem Franca do Piauí;2020;4323
220777;Patos do Piauí;2020;6406
220779;Pau D'Arco do Piauí;2020;4065
220780;Paulistana;2020;20554
220785;Pavussu;2020;3669
220790;Pedro II;2020;38778
220793;Pedro Laurentino;2020;2544
220800;Picos;2020;78431
220810;Pimenteiras;2020;12139
220820;Pio IX;2020;18459
220830;Piracuruca;2020;28874
220840;Piripiri;2020;63787
220850;Porto;2020;12608
220855;Porto Alegre do Piauí;2020;2720
220860;Prata do Piauí;2020;3150
220865;Queimada Nova;2020;9017
220870;Redenção do Gurguéia;2020;8796
220880;Regeneração;2020;17979
220885;Riacho Frio;2020;4309
220887;Ribeira do Piauí;2020;4488
220890;Ribeiro Gonçalves;2020;7376
220900;Rio Grande do Piauí;2020;6433
220910;Santa Cruz do Piauí;2020;6247
220915;Santa Cruz dos Milagres;2020;4033
220920;Santa Filomena;2020;6254
220930;Santa Luz;2020;5882
220937;Santa Rosa do Piauí;2020;5255
220935;Santana do Piauí;2020;4642
220940;Santo Antônio de Lisboa;2020;6441
220945;Santo Antônio dos Milagres;2020;2166
220950;Santo Inácio do Piauí;2020;3803
220955;São Braz do Piauí;2020;4451
220960;São Félix do Piauí;2020;2932
220965;São Francisco de Assis do Piauí;2020;5779
220970;São Francisco do Piauí;2020;6420
220975;São Gonçalo do Gurguéia;2020;3057
220980;São Gonçalo do Piauí;2020;5030
220985;São João da Canabrava;2020;4614
220987;São João da Fronteira;2020;6064
220990;São João da Serra;2020;6122
220995;São João da Varjota;2020;4848
220997;São João do Arraial;2020;8038
221000;São João do Piauí;2020;20662
221005;São José do Divino;2020;5354
221010;São José do Peixe;2020;3741
221020;São José do Piauí;2020;6700
221030;São Julião;2020;6371
221035;São Lourenço do Piauí;2020;4577
221037;São Luis do Piauí;2020;2646
221038;São Miguel da Baixa Grande;2020;2454
221039;São Miguel do Fidalgo;2020;3038
221040;São Miguel do Tapuio;2020;17639
221050;São Pedro do Piauí;2020;14324
221060;São Raimundo Nonato;2020;34877
221062;Sebastião Barros;2020;3451
221063;Sebastião Leal;2020;4303
221065;Sigefredo Pacheco;2020;10058
221070;Simões;2020;14649
221080;Simplício Mendes;2020;12746
221090;Socorro do Piauí;2020;4563
221093;Sussuapara;2020;6767
221095;Tamboril do Piauí;2020;2929
221097;Tanque do Piauí;2020;2773
221100;Teresina;2020;868075
221110;União;2020;44569
221120;Uruçuí;2020;21655
221130;Valença do Piauí;2020;20929
221135;Várzea Branca;2020;4938
221140;Várzea Grande;2020;4386
221150;Vera Mendes;2020;3080
221160;Vila Nova do Piauí;2020;2952
221170;Wall Ferraz;2020;4471
230010;Abaiara;2020;11853
230015;Acarape;2020;15036
230020;Acaraú;2020;63104
230030;Acopiara;2020;54481
230040;Aiuaba;2020;17493
230050;Alcântaras;2020;11781
230060;Altaneira;2020;7650
230070;Alto Santo;2020;17196
230075;Amontada;2020;43829
230080;Antonina do Norte;2020;7378
230090;Apuiarés;2020;14672
230100;Aquiraz;2020;80935
230110;Aracati;2020;74975
230120;Aracoiaba;2020;26535
230125;Ararendá;2020;10959
230130;Araripe;2020;21654
230140;Aratuba;2020;11802
230150;Arneiroz;2020;7844
230160;Assaré;2020;23478
230170;Aurora;2020;24610
230180;Baixio;2020;6303
230185;Banabuiú;2020;18256
230190;Barbalha;2020;61228
230195;Barreira;2020;22573
230200;Barro;2020;22758
230205;Barroquinha;2020;15044
230210;Baturité;2020;35941
230220;Beberibe;2020;53949
230230;Bela Cruz;2020;32722
230240;Boa Viagem;2020;54577
230250;Brejo Santo;2020;49842
230260;Camocim;2020;63907
230270;Campos Sales;2020;27470
230280;Canindé;2020;77244
230290;Capistrano;2020;17786
230300;Caridade;2020;22782
230310;Cariré;2020;18459
230320;Caririaçu;2020;26987
230330;Cariús;2020;18699
230340;Carnaubal;2020;17685
230350;Cascavel;2020;72232
230360;Catarina;2020;20871
230365;Catunda;2020;10376
230370;Caucaia;2020;365212
230380;Cedro;2020;25585
230390;Chaval;2020;13091
230393;Choró;2020;13565
230395;Chorozinho;2020;20274
230400;Coreaú;2020;23239
230410;Crateús;2020;75159
230420;Crato;2020;133031
230423;Croatá;2020;18133
230425;Cruz;2020;24977
230426;Deputado Irapuan Pinheiro;2020;9662
230427;Ererê;2020;7225
230428;Eusébio;2020;54337
230430;Farias Brito;2020;19389
230435;Forquilha;2020;24452
230440;Fortaleza;2020;2686612
230445;Fortim;2020;16631
230450;Frecheirinha;2020;14134
230460;General Sampaio;2020;7694
230465;Graça;2020;14407
230470;Granja;2020;54962
230480;Granjeiro;2020;4814
230490;Groaíras;2020;11144
230495;Guaiúba;2020;26290
230500;Guaraciaba do Norte;2020;40784
230510;Guaramiranga;2020;5132
230520;Hidrolândia;2020;20053
230523;Horizonte;2020;68529
230526;Ibaretama;2020;13369
230530;Ibiapina;2020;25082
230533;Ibicuitinga;2020;12629
230535;Icapuí;2020;20060
230540;Icó;2020;68162
230550;Iguatu;2020;103074
230560;Independência;2020;26187
230565;Ipaporanga;2020;11596
230570;Ipaumirim;2020;12485
230580;Ipu;2020;42058
230590;Ipueiras;2020;38114
230600;Iracema;2020;14326
230610;Irauçuba;2020;24305
230620;Itaiçaba;2020;7866
230625;Itaitinga;2020;38325
230630;Itapagé;2020;53067
230640;Itapipoca;2020;130539
230650;Itapiúna;2020;20520
230655;Itarema;2020;42215
230660;Itatira;2020;21836
230670;Jaguaretama;2020;18147
230680;Jaguaribara;2020;11492
230690;Jaguaribe;2020;34636
230700;Jaguaruana;2020;33834
230710;Jardim;2020;27181
230720;Jati;2020;8130
230725;Jijoca de Jericoacoara;2020;20087
230730;Juazeiro do Norte;2020;276264
230740;Jucás;2020;24892
230750;Lavras da Mangabeira;2020;31492
230760;Limoeiro do Norte;2020;59890
230763;Madalena;2020;19864
230765;Maracanaú;2020;229458
230770;Maranguape;2020;130346
230780;Marco;2020;27595
230790;Martinópole;2020;11321
230800;Massapê;2020;39044
230810;Mauriti;2020;48168
230820;Meruoca;2020;15185
230830;Milagres;2020;27462
230835;Milhã;2020;13142
230837;Miraíma;2020;13894
230840;Missão Velha;2020;35480
230850;Mombaça;2020;43858
230860;Monsenhor Tabosa;2020;17249
230870;Morada Nova;2020;61738
230880;Moraújo;2020;8779
230890;Morrinhos;2020;22685
230900;Mucambo;2020;14549
230910;Mulungu;2020;10941
230920;Nova Olinda;2020;15684
230930;Nova Russas;2020;32408
230940;Novo Oriente;2020;28673
230945;Ocara;2020;25833
230950;Orós;2020;21384
230960;Pacajus;2020;73188
230970;Pacatuba;2020;84554
230980;Pacoti;2020;12288
230990;Pacujá;2020;6549
231000;Palhano;2020;9422
231010;Palmácia;2020;13439
231020;Paracuru;2020;35304
231025;Paraipaba;2020;32992
231030;Parambu;2020;31455
231040;Paramoti;2020;12252
231050;Pedra Branca;2020;43309
231060;Penaforte;2020;9143
231070;Pentecoste;2020;37900
231080;Pereiro;2020;16331
231085;Pindoretama;2020;20769
231090;Piquet Carneiro;2020;17086
231095;Pires Ferreira;2020;11001
231100;Poranga;2020;12347
231110;Porteiras;2020;14958
231120;Potengi;2020;11106
231123;Potiretama;2020;6437
231126;Quiterianópolis;2020;21166
231130;Quixadá;2020;88321
231135;Quixelô;2020;16147
231140;Quixeramobim;2020;81778
231150;Quixeré;2020;22293
231160;Redenção;2020;29146
231170;Reriutaba;2020;18385
231180;Russas;2020;78882
231190;Saboeiro;2020;15788
231195;Salitre;2020;16635
231220;Santa Quitéria;2020;43711
231200;Santana do Acaraú;2020;32654
231210;Santana do Cariri;2020;17712
231230;São Benedito;2020;48131
231240;São Gonçalo do Amarante;2020;48869
231250;São João do Jaguaribe;2020;7601
231260;São Luís do Curu;2020;13044
231270;Senador Pompeu;2020;25456
231280;Senador Sá;2020;7691
231290;Sobral;2020;210711
231300;Solonópole;2020;18357
231310;Tabuleiro do Norte;2020;30807
231320;Tamboril;2020;26225
231325;Tarrafas;2020;8573
231330;Tauá;2020;59062
231335;Tejuçuoca;2020;19371
231340;Tianguá;2020;76537
231350;Trairi;2020;56291
231355;Tururu;2020;16431
231360;Ubajara;2020;35047
231370;Umari;2020;7736
231375;Umirim;2020;19903
231380;Uruburetama;2020;22040
231390;Uruoca;2020;13915
231395;Varjota;2020;18471
231400;Várzea Alegre;2020;40903
231410;Viçosa do Ceará;2020;61410
240010;Acari;2020;11121
240020;Açu;2020;58384
240030;Afonso Bezerra;2020;11029
240040;Água Nova;2020;3272
240050;Alexandria;2020;13553
240060;Almino Afonso;2020;4710
240070;Alto do Rodrigues;2020;14728
240080;Angicos;2020;11705
240090;Antônio Martins;2020;7154
240100;Apodi;2020;35874
240110;Areia Branca;2020;27967
240120;Arês;2020;14417
240130;Augusto Severo;2020;9670
240140;Baía Formosa;2020;9322
240145;Baraúna;2020;28747
240150;Barcelona;2020;3994
240160;Bento Fernandes;2020;5525
240165;Bodó;2020;2197
240170;Bom Jesus;2020;10267
240180;Brejinho;2020;12787
240185;Caiçara do Norte;2020;6561
240190;Caiçara do Rio do Vento;2020;3715
240200;Caicó;2020;68343
240210;Campo Redondo;2020;11291
240220;Canguaretama;2020;34548
240230;Caraúbas;2020;20541
240240;Carnaúba dos Dantas;2020;8239
240250;Carnaubais;2020;10867
240260;Ceará-Mirim;2020;73886
240270;Cerro Corá;2020;11181
240280;Coronel Ezequiel;2020;5504
240290;Coronel João Pessoa;2020;4915
240300;Cruzeta;2020;7983
240310;Currais Novos;2020;44905
240320;Doutor Severiano;2020;7072
240330;Encanto;2020;5668
240340;Equador;2020;6054
240350;Espírito Santo;2020;10484
240360;Extremoz;2020;28936
240370;Felipe Guerra;2020;5997
240375;Fernando Pedroza;2020;3067
240380;Florânia;2020;9111
240390;Francisco Dantas;2020;2813
240400;Frutuoso Gomes;2020;4041
240410;Galinhos;2020;2845
240420;Goianinha;2020;26669
240430;Governador Dix-Sept Rosado;2020;13076
240440;Grossos;2020;10463
240450;Guamaré;2020;15963
240460;Ielmo Marinho;2020;13901
240470;Ipanguaçu;2020;15626
240480;Ipueira;2020;2253
240485;Itajá;2020;7595
240490;Itaú;2020;5897
240500;Jaçanã;2020;9238
240510;Jandaíra;2020;6893
240520;Janduís;2020;5248
240530;Januário Cicco;2020;10275
240540;Japi;2020;4995
240550;Jardim de Angicos;2020;2606
240560;Jardim de Piranhas;2020;14942
240570;Jardim do Seridó;2020;12396
240580;João Câmara;2020;35160
240590;João Dias;2020;2654
240600;José da Penha;2020;5946
240610;Jucurutu;2020;18315
240615;Jundiá;2020;3922
240620;Lagoa d'Anta;2020;6811
240630;Lagoa de Pedras;2020;7584
240640;Lagoa de Velhos;2020;2732
240650;Lagoa Nova;2020;15749
240660;Lagoa Salgada;2020;8297
240670;Lajes;2020;11344
240680;Lajes Pintadas;2020;4763
240690;Lucrécia;2020;4025
240700;Luís Gomes;2020;10146
240710;Macaíba;2020;81821
240720;Macau;2020;32039
240725;Major Sales;2020;4062
240730;Marcelino Vieira;2020;8336
240740;Martins;2020;8758
240750;Maxaranguape;2020;12544
240760;Messias Targino;2020;4634
240770;Montanhas;2020;11208
240780;Monte Alegre;2020;22576
240790;Monte das Gameleiras;2020;2084
240800;Mossoró;2020;300618
240810;Natal;2020;890480
240820;Nísia Floresta;2020;27938
240830;Nova Cruz;2020;37450
240840;Olho-d'Água do Borges;2020;4244
240850;Ouro Branco;2020;4813
240860;Paraná;2020;4276
240870;Paraú;2020;3750
240880;Parazinho;2020;5272
240890;Parelhas;2020;21545
240325;Parnamirim;2020;267036
240910;Passa e Fica;2020;13474
240920;Passagem;2020;3102
240930;Patu;2020;12809
240940;Pau dos Ferros;2020;30600
240950;Pedra Grande;2020;3199
240960;Pedra Preta;2020;2438
240970;Pedro Avelino;2020;6653
240980;Pedro Velho;2020;14844
240990;Pendências;2020;15272
241000;Pilões;2020;3869
241010;Poço Branco;2020;15531
241020;Portalegre;2020;7906
241025;Porto do Mangue;2020;6522
241040;Pureza;2020;9724
241050;Rafael Fernandes;2020;5128
241060;Rafael Godeiro;2020;3208
241070;Riacho da Cruz;2020;3614
241080;Riacho de Santana;2020;4199
241090;Riachuelo;2020;8220
240895;Rio do Fogo;2020;10905
241100;Rodolfo Fernandes;2020;4462
241110;Ruy Barbosa;2020;3592
241120;Santa Cruz;2020;39988
240933;Santa Maria;2020;5621
241140;Santana do Matos;2020;12631
241142;Santana do Seridó;2020;2689
241150;Santo Antônio;2020;24280
241160;São Bento do Norte;2020;2717
241170;São Bento do Trairí;2020;4495
241180;São Fernando;2020;3595
241190;São Francisco do Oeste;2020;4255
241200;São Gonçalo do Amarante;2020;103672
241210;São João do Sabugi;2020;6207
241220;São José de Mipibu;2020;44236
241230;São José do Campestre;2020;12879
241240;São José do Seridó;2020;4665
241250;São Miguel;2020;23655
241255;São Miguel do Gostoso;2020;10362
241260;São Paulo do Potengi;2020;17720
241270;São Pedro;2020;5930
241280;São Rafael;2020;8192
241290;São Tomé;2020;11053
241300;São Vicente;2020;6450
241310;Senador Elói de Souza;2020;6127
241320;Senador Georgino Avelino;2020;4484
241030;Serra Caiada;2020;10522
241330;Serra de São Bento;2020;5751
241335;Serra do Mel;2020;12083
241340;Serra Negra do Norte;2020;8092
241350;Serrinha;2020;6178
241355;Serrinha dos Pintos;2020;4816
241360;Severiano Melo;2020;2088
241370;Sítio Novo;2020;5561
241380;Taboleiro Grande;2020;2586
241390;Taipu;2020;12297
241400;Tangará;2020;15869
241410;Tenente Ananias;2020;10855
241415;Tenente Laurentino Cruz;2020;6019
241105;Tibau;2020;4140
241420;Tibau do Sul;2020;14440
241430;Timbaúba dos Batistas;2020;2421
241440;Touros;2020;33503
241445;Triunfo Potiguar;2020;3216
241450;Umarizal;2020;10520
241460;Upanema;2020;14800
241470;Várzea;2020;5515
241475;Venha-Ver;2020;4205
241480;Vera Cruz;2020;12637
241490;Viçosa;2020;1725
241500;Vila Flor;2020;3194
250010;Água Branca;2020;10306
250020;Aguiar;2020;5630
250030;Alagoa Grande;2020;28439
250040;Alagoa Nova;2020;20921
250050;Alagoinha;2020;14560
250053;Alcantil;2020;5509
250057;Algodão de Jandaíra;2020;2577
250060;Alhandra;2020;19727
250073;Amparo;2020;2251
250077;Aparecida;2020;8416
250080;Araçagi;2020;16921
250090;Arara;2020;13542
250100;Araruna;2020;20463
250110;Areia;2020;22656
250115;Areia de Baraúnas;2020;2116
250120;Areial;2020;7027
250130;Aroeiras;2020;19116
250135;Assunção;2020;4029
250140;Baía da Traição;2020;9096
250150;Bananeiras;2020;21269
250153;Baraúna;2020;4964
250160;Barra de Santa Rosa;2020;15497
250157;Barra de Santana;2020;8349
250170;Barra de São Miguel;2020;6065
250180;Bayeux;2020;97203
250190;Belém;2020;17705
250200;Belém do Brejo do Cruz;2020;7349
250205;Bernardino Batista;2020;3536
250210;Boa Ventura;2020;5307
250215;Boa Vista;2020;7136
250220;Bom Jesus;2020;2575
250230;Bom Sucesso;2020;4956
250240;Bonito de Santa Fé;2020;12022
250250;Boqueirão;2020;17870
250270;Borborema;2020;5287
250280;Brejo do Cruz;2020;14206
250290;Brejo dos Santos;2020;6464
250300;Caaporã;2020;21955
250310;Cabaceiras;2020;5661
250320;Cabedelo;2020;68767
250330;Cachoeira dos Índios;2020;10305
250340;Cacimba de Areia;2020;3695
250350;Cacimba de Dentro;2020;17178
250355;Cacimbas;2020;7199
250360;Caiçara;2020;7191
250370;Cajazeiras;2020;62289
250375;Cajazeirinhas;2020;3205
250380;Caldas Brandão;2020;6046
250390;Camalaú;2020;6031
250400;Campina Grande;2020;411807
250403;Capim;2020;6620
250407;Caraúbas;2020;4185
250410;Carrapateira;2020;2687
250415;Casserengue;2020;7499
250420;Catingueira;2020;4935
250430;Catolé do Rocha;2020;30684
250435;Caturité;2020;4875
250440;Conceição;2020;19007
250450;Condado;2020;6658
250460;Conde;2020;25010
250470;Congo;2020;4787
250480;Coremas;2020;15441
250485;Coxixola;2020;1935
250490;Cruz do Espírito Santo;2020;17461
250500;Cubati;2020;7832
250510;Cuité;2020;20334
250523;Cuité de Mamanguape;2020;6356
250520;Cuitegi;2020;6775
250527;Curral de Cima;2020;5218
250530;Curral Velho;2020;2512
250535;Damião;2020;5370
250540;Desterro;2020;8315
250560;Diamante;2020;6528
250570;Dona Inês;2020;10413
250580;Duas Estradas;2020;3582
250590;Emas;2020;3539
250600;Esperança;2020;33199
250610;Fagundes;2020;11215
250620;Frei Martinho;2020;2989
250625;Gado Bravo;2020;8303
250630;Guarabira;2020;59115
250640;Gurinhém;2020;14127
250650;Gurjão;2020;3453
250660;Ibiara;2020;5903
250260;Igaracy;2020;6105
250670;Imaculada;2020;11848
250680;Ingá;2020;18144
250690;Itabaiana;2020;24419
250700;Itaporanga;2020;24828
250710;Itapororoca;2020;18823
250720;Itatuba;2020;11016
250730;Jacaraú;2020;14450
250740;Jericó;2020;7745
250750;João Pessoa;2020;817511
251365;Joca Claudino;2020;2639
250760;Juarez Távora;2020;7976
250770;Juazeirinho;2020;18298
250780;Junco do Seridó;2020;7195
250790;Juripiranga;2020;10793
250800;Juru;2020;9849
250810;Lagoa;2020;4653
250820;Lagoa de Dentro;2020;7737
250830;Lagoa Seca;2020;27617
250840;Lastro;2020;2718
250850;Livramento;2020;7265
250855;Logradouro;2020;4369
250860;Lucena;2020;13214
250870;Mãe d'Água;2020;3999
250880;Malta;2020;5752
250890;Mamanguape;2020;45136
250900;Manaíra;2020;10972
250905;Marcação;2020;8653
250910;Mari;2020;21866
250915;Marizópolis;2020;6654
250920;Massaranduba;2020;13998
250930;Mataraca;2020;8539
250933;Matinhas;2020;4515
250937;Mato Grosso;2020;2926
250939;Maturéia;2020;6630
250940;Mogeiro;2020;13261
250950;Montadas;2020;5738
250960;Monte Horebe;2020;4842
250970;Monteiro;2020;33433
250980;Mulungu;2020;9932
250990;Natuba;2020;10451
251000;Nazarezinho;2020;7286
251010;Nova Floresta;2020;10626
251020;Nova Olinda;2020;5920
251030;Nova Palmeira;2020;4959
251040;Olho d'Água;2020;6462
251050;Olivedos;2020;3961
251060;Ouro Velho;2020;3046
251065;Parari;2020;1758
251070;Passagem;2020;2436
251080;Patos;2020;108192
251090;Paulista;2020;12379
251100;Pedra Branca;2020;3802
251110;Pedra Lavrada;2020;7899
251120;Pedras de Fogo;2020;28533
251272;Pedro Régis;2020;6114
251130;Piancó;2020;16111
251140;Picuí;2020;18720
251150;Pilar;2020;11977
251160;Pilões;2020;6576
251170;Pilõezinhos;2020;4955
251180;Pirpirituba;2020;10584
251190;Pitimbu;2020;19275
